"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
3.8049578294158,1.39588444702568,5.60699326917529,4.80099109001458,0.138820906091696,14.3701675800568,7.4260867941649,15.6781859501245,3.78793120384216,20.3202778092566
2.94990385673246,29.6809392405634,1.14002424317424,0.386926859384611,5.07870179135352,4.2727483715862,11.4413749236138,4.18843127321452,43.9162664462752,0.898704028123871
4.24125804357127,6.60162118729204,1.29220659813531,4.94710175403769,2.5136195262894,27.5360982666228,33.2768019271975,6.11398212611675,2.9400919098407,0.774211045354605
9.57159808794868,39.7434594274914,2.47999787351085,17.0877590082588,8.35413656155479,9.46142918400817,5.27524405624717,0.112420907656202,3.95738813094795,1.17102587595582
16.0172795123401,5.68848703522235,8.41851305683137,7.89415417844658,6.18363181129098,12.905152067122,34.953075256135,3.25076570734382,1.1302055651322,7.57415190297079
24.7670895034883,2.58703811559826,5.36992598325014,3.90307230409235,8.33110275636327,6.220978339679,2.01504886616021,21.3334259678715,2.41058861836791,8.28592256600869
2.08537921775132,7.54175730671814,4.05222729314119,0.739303566515446,13.2871404565395,4.40836149267852,4.85354565549642,2.54185873549432,8.25717644723964,25.6223633868902
1.61074128416826,11.8872393942894,6.96220693766875,3.04538338910788,12.2440735060246,1.98684047907591,5.30228923540562,13.436861577955,4.05063379090279,29.9543033523445
22.8407960558746,6.64687339216471,24.2000439564202,18.0439722715857,5.14585266526761,0.721588493458099,1.87983890995383,1.75824394336236,6.45327582024038,22.9385967028539
6.08661079369294,1.07012861487767,18.9402510431095,12.5816119271786,29.1531147045975,6.29234434105456,10.9618596635283,7.38931315799872,2.09514665417373,6.4243403589353
